"Type for 4CE Analysis","Med Class","Class Name","Med Name","ATC Code","Parent RxNorm","ACT RxNorm List","ACT Path","ACT NDC List"
"Severe Illness Medication","SICARDIAC","Adrenergic and dopaminergic agents","Norepinephrine","C01CA03",7512,"RxNorm:7512,209217,242969,1745276","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\NPreparations\7512\","NDC:00024112302,00074144304,00074704101,00143931801,00143931810,00247120004,00409144304,00409144314,00409144325,00409144355,00409337504,00409337525,00574085410,00703115301,00703115303,00781893285,24200011604,24200011610,24200011613,36000016201,36000016210,51662131501,52584044304,54868572100,55154045405,55154318505,55154445008,55390000210,61553011511,61553011561,61553012011,61553013411,61553015311,65174085410,66647615633,67457085200,67457085204"
"Severe Illness Medication","SICARDIAC","Adrenergic and dopaminergic agents","phenylephrine","C01CA06",8163,"RxNorm:8163,106686,198786,198787,198788,211704,211709,211712,211714,211715,212770,212771,212772,212773,238230,238996,238997,238999,239000,239001,241033,247940,260687,312395,312398,314175,351701,351702,351982,359907,373368,373369,373370,373372,373375,374570,376521,379042,387789,392099,393309,477358,477359,542391,542655,542674,562592,584580,584582,584584,584588,602511,603259,603276,603915,617785,669267,672683,672685,672891,692479,700414,704955,705163,705164,705170,827706,864089,1045470,1049182,1049184,1052767,1087043,1087047,1090087,1117374,1232651,1232653,1234563,1234569,1234571,1234576,1234578,1234579,1234581,1234584,1234585,1234586,1251018,1251022,1299137,1299141,1299145,1299879,1300092,1307224,1358843,1363777,1363785,1363786,1363787,1366958,1542385,1547926,1548673,1549386,1549388,1666371,1666372,1666374","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\PPreparations\8163\","NDC:00023000615,00024134002,00024134204,00024134505,00024134705,00024134706,00024134803,00024135105,00024135202,00024135301,00024135305,00024135504,00024135506,00024135901,00024136201,00024136401,00045053704,00045058118,00045058136,00058078012,00058079815,00065034203,00065034205,00065434201,00065434202,00067208601,00067208605,00067208615,00067208662,00067208701,00067208705,00074179301,00074180001,00081960065,00081960066,00081960067,00083710052,00085113101,00085124701,00113009423,00113009468,00113009489,00113064810,00113200462,00223669416,00223669505,00223669515,00223669605,00223669615,00247004800,00247004802,00247004805,00247004815,00247119901,00247199905,00274752531,00274754031,00280091505,00280092505,00280093505,00280094015,00280095015,00295111734,00295111834,00295111839,00295111934,00295111939,00363036312,00363039010,00363045307,00363045312,00363045323,00363045344,00363064810,00364237053,00364242646,00364709516,00364737672,00402079802,00402079815,00402079905,00409180001,00463901916,00472101416,00487040130,00498333010,00498333025,00498333050,00498333110,00498333125,00498333150,00501290218,00501290231,00501290279,00501291810,00517029925,00517040525,00527075127,00527075128,00527079027,00527079028,00536138912,00536138935,00536160085,00536372736,00548830100,00548830125,00641048225,00641608801,00641608825,00641614201,00641614225,00641622901,00641622925,00686074002,00686074006,00686074059,00703016301,00703016312,00703163104,00703163304,00713053512,00713053524,00713053548,00781681516,00832801716,00832801730,00832847616,00904530424,00904573305,00904573349,00904573362,00904573373,00904768822,00924013300,00924013301,00924013303,00924013400,00924013401,00924013403,00998010230,00998010330,00998011230,00998034203,00998034205,00998034207,00998040615,01981000581,01981020021,01981020022,02590039618,02590039624,02590396180,10019016301,10019016305,10019016312,10019016339,10119016312,10149017101,10202009489,10719026512,10719026610,10719029710,10719031512,10797004504,10797029904,10956069212,10986069212,11673009423,11673009468,11673009489,11673020468,11822001740,11822041705,11822041706,11822041740,11822041750,11822041760,11822099001,11822303960,11822320204,11822320240,11822453002,11822453004,11822453007,11917002717,11917004580,11917004588,11917006209,11917006210,12071006016,12071006028,12333908301,12547022900,14836000701,14836000702,14836030701,14836030702,15127008103,15127008118,16874040130,17238019315,17238052005,17238052015,17478020012,17478020020,17478020102,17478020115,17478020510,17478020520,17478020605,19810004701,19810004702,19810004703,21130045307,21130045344,21695052418,23900000802,23900000805,23900000806,24208074002,24208074006,24208074059,24208074502,24208074506,24208085560,24385039010,24385050612,24385060308,24385060368,24385060389,30142009423,30142009468,30142009489,30142053910,30142064810,30142067018,30142067036,30142067072,33992045308,35418033402,35418033467,35418033468,36000001705,36000001805,36000001905,36800009423,36800009447,36800009468,36800009489,36800033105,36800039010,36800064810,37000054005,37000054105,37000054305,37000080401,37012009423,37012009468,37012009489,37205047369,37205047389,37205048310,37205071516,37808009423,37808009489,37808020989,37808045323,37808064810,37808095323,41163009423,41163009468,41163009489,41163039010,41163045307,41163045344,41163064810,41163072801,41190009423,41190009468,41190009489,41190064810,41250009423,41250009447,41250009468,41250009489,41250064810,41250095307,41250095323,41268009468,41268009489,41520009423,41520009468,41520009489,41520039010,41520064810,41520072910,41520083110,42507009447,42507009468,42507009489,42507064810,42702010215,42702010305,42961033302,46122010253,46122014903,46994045344,47682001233,47682001248,47682001299,47682001733,47682001748,47682001799,47682013350,47682013413,47682013433,47682013446,47682013448,47682013464,47682013650,47682016113,47682016133,47682016199,47682016213,47682016299,47682017013,47682017033,47682017046,47682017048,47682017064,47682020513,47682020533,47682020599,47682032313,47682032399,47682080913,47682080933,47682080946,47682080948,47682080964,48083033027,48083033030,48083033031,48083033033,48083033036,48083033039,48083033041,49035009468,49035009489,49035013162,49035013168,49035013189,49035035423,49035035443,49035039010,49035045323,49035064810,49260061616,49260061650,49260071616,49260071650,49348019727,49348052472,49348070007,49348070048,49348095004,49483023400,49483023418,49483023436,49614044089,49738001923,49738001989,49738009423,49738009489,49999082736,50090099200,50090365900,50332012604,50332012607,50332012608,50428033799,50428210914,50428297625,50428432561,50580054650,50580054651,50580055404,50580066118,50580066136,50580066172,50580078404,50580078504,50594045344,50844044407,50844045344,50844095308,50844095344,51394026512,51394026610,51432064620,51432064820,51662124901,51944047035,51944047042,51944047535,51944047542,51944447002,51944447005,51944447035,51944447042,51944447502,51944447535,51944447542,51944449542,52238071802,52238071805,52238071815,52238072015,52584001639,52584014201,52584029925,52584080001,53012020115,53187067018,53268034612,53268074012,53268085510,53304030601,53441067018,53443050212,53443050220,53443050310,53443050312,53443050320,54458084714,54569144200,54569165701,54569230400,54569318400,54569402400,54569582000,54575001601,54575001602,54575001603,54575001604,54575001701,54799053002,54799053015,54799053105,54868189900,54868281200,54868281201,54868371700,54868571600,55045332601,55154285205,55154285208,55154285505,55154512808,55154512905,55154572105,55154573505,55238071815,55301045323,55301045344,55312009447,55312009489,55315045344,55315095344,55316009423,55316009489,55316064810,55319045308,55670016313,55670016399,55670047913,55670047999,55910009468,55910009489,55910027623,55910027668,55910027689,55910045344,56062009423,56062009489,56062064810,56184012105,57243045344,57344013102,57344013103,57344013104,57344013105,57499053105,57706086909,57896033601,57896033603,58016609701,58016622501,58552030701,58552030702,58768078012,59196000701,59390017913,59390019305,59390019313,59390019405,59414010215,59414011205,59426092315,59726067018,59726067026,59726067036,59741030212,59741030224,59779009423,59779009428,59779009468,59779009489,59779039010,59779045307,59779045323,59779045344,59779077130,59779083830,59779095307,59779095323,60843012505,60843071803,60843071815,60855074002,60855074006,60855074059,61314034201,61314034202,61715004418,62011007701,62011007702,62011008501,62211027293,62542064200,62542064201,63029040101,63448031015,63629159401,63717025901,63717025999,63717026001,63868014418,63868014419,63868014423,63868014436,63868014437,63868014472,63868014474,63940045303,63940045344,63941067018,63941067036,63981045369,64048500001,64048500101,64092080218,64358052001,64358052005,64376043740,65923000554,66758001601,66758001602,66758001603,66758001604,66758001701,67060033302,67060033367,67060033368,67091020718,67091020772,68001033165,68016001521,68016023515,68016023518,68016023524,68016023536,68016075715,68016075724,68169993006,68258895301,68391009423,68391009478,68552069303,68552069315,68552069403,68788001401,68950002501,68950002502,68950002503,69097053431,69097053497,69097053535,69097053596,69097061437,69103253605,69103253606,69168027293,69536002515,69536005015,69536005021,69536010015,69536010021,69536012515,69536015015,69536015021,69536017515,69536017521,69842056910,69842064810,70000012601,70000012602,70000013201,70121157701,70121157705,70121157801,70121157807,70121157901,70253045307,70253045344,70518103800,70518103801,70692010024,70925009468,71105033368,71872704201,76014000410,76014000425,76014000430,76014000432,76014000433"
"Severe Illness Medication","SICARDIAC","Other cardiac stimulants","angiotensin II","C01CX09",1999003,"RxNorm:1999003,1999006,1999007,1999012","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\APreparations\1999003\","NDC:68547050102"
"Severe Illness Medication","SICARDIAC","Other respiratory system products","Nitric Oxide","R07AX01",7442,,,
"Severe Illness Medication","SICARDIAC","Phosphodiesterase inhibitors","Milrinone","C01CE02",52769,"RxNorm:52769,311705,347930,404093,1791839,1791840,1791842,1791854,1791859,1791861,1939322","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\MPreparations\52769\","NDC:00024120005,00024120006,00024120010,00024120020,00024120025,00024120050,00024120301,00024120302,00024120315,00024120325,00074112501,00074277501,00074277502,00074277602,00074277623,00143932601,00143932610,00143970801,00143970802,00143970810,00143970901,00143970902,00143970910,00143971001,00143971002,00143971003,00143971010,00143971025,00143971801,00143971810,00143971901,00143971910,00264300032,00338601048,00338601137,00409021201,00409021202,00409021203,00409021210,00409021211,00409112501,00409112502,00409277501,00409277502,00409277602,00409277623,00641590701,00641590702,00641606501,00641606510,00641606701,00641606710,00703800501,00703800503,00703800601,00703800603,00703800801,10019007001,10019007002,10019007003,10019007010,10019007020,10130001901,10130001902,10130001903,10139005710,10139005720,49856071800,49856071801,49856074001,49856074002,53360120001,53360120002,53360120005,55154810205,55390001910,55390002010,55390002101,55390007410,55390007510,55390007601,55390007801,55390007901,59911590502,59911590602,59911590702,59911590802,60505071800,60505071801,60505074001,60505074002,61703024221,61703024232,61703024250,61763024221,61763024232,61763024250,62778005901,62778005902,62778005903,62778006001,62778006002,62778006101,62778006102,62778009229,62778009329,63286016002,63323061710,63323061720,63323061750,67457016020,68083031801,68083031810"
"Severe Illness Medication","SICARDIAC","Platelet aggregation inhibitors excl. heparin","Epoprostenol","B01AC09",8814,"RxNorm:8814,211199,211200,562501,562502,1009216,1302755,1789858","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\EPreparations\8814\","NDC:00081046001,00081046401,00173051700,00173051900,00703198501,00703199501,10139090015,20694011101,20694011201,51952051700,51952051900,65044551801,66215040101,66215040201,66215040301"
"Severe Illness Medication","SICARDIAC","Vasopressin and analogues","Vasopressin","H01BA01",11149,"RxNorm:11149,313578,374283,1593738,2103181,2103182,2103184","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\VPreparations\11149\","NDC:00071420002,00071420003,00071420045,00071420046,00469299000,00469302000,00517041010,00517051025,00517102025,00591355269,00686051025,00686102025,10797004203,10797005104,10797010204,10797010205,42023011725,42023016401,42023016425,42023019001,42023055225,43063008401,52584002025,52584005310,52584030201,54569391600,54569391601,54868574000,54868574001,54868626700,55154572405,55154955805,61570042001,61570042002,61570042003,63323030201,63323030209,64029420000,64029420001,64029420002,64029420003,65219030201,71872701401"
"Potential treatment of COVID-19","HCQ","Aminoquinolines","hydroxychloroquine","P01BA02",5521,"RxNorm:5521,197796,202317,370656,979092,979094","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\HPreparations\5521\","NDC:00024156104,00024156210,00024156214,00093977401,00093977405,00143212801,00179185670,00179185671,00179185672,00182260901,00247222000,00247222030,00339529111,00364262701,00378037301,00378037305,00378037399,00406209601,00406209605,00440761560,00490716100,00490716101,00490716102,00490716103,00490716104,00490716105,00490716106,00490716107,00490716108,00490716109,00490716110,00490716112,00490716114,00490716115,00490716116,00490716118,00490716120,00490716121,00490716124,00490716125,00490716126,00490716127,00490716128,00490716130,00490716132,00490716135,00490716136,00490716140,00490716142,00490716144,00490716145,00490716148,00490716150,00490716156,00490716160,00490716167,00490716169,00490716170,00490716171,00490716172,00490716173,00490716175,00490716176,00490716177,00490716179,00490716180,00490716181,00490716182,00490716183,00490716184,00490716187,00490716189,00490716190,00490716191,00490716192,00490716193,00490716196,00490716197,00490716198,00490716199,00536571001,00591069801,00591069805,00591304101,00591304105,00603394421,00615821839,00677159001,00781140101,00781140701,00781140705,00781140710,00781140752,00781140788,00781140797,00781599401,00781599405,00839796306,00904510760,00904650806,00904650861,00955079001,00955079005,10544057890,12634080112,16714047401,16714075301,17236061001,21695048630,23490572403,23490572406,23490572409,23629002701,23629027001,24987056210,24987056220,26053017001,33261093300,33261093330,33261093333,33261093360,33261093390,38245077410,38245077450,42291031801,42291031818,42291031850,42291031890,42291031901,42291031918,42291032001,42291032018,42291033590,42292001101,42292001106,43353005109,43353005153,43353005160,43353005180,43353010309,43353010353,43353010360,43353010380,43353076153,43353076180,43353079416,43353079453,43353079460,43353079480,43353097209,43353097253,43353097260,43353097280,43353099709,43353099753,43353099760,43598072101,43598072105,49349016202,49999037260,50090068101,50090187301,50090250801,51129136901,51129142601,51129403001,51129403002,51660029601,51660029603,51660029605,51660029610,51875037701,51875037702,52544069801,52544069805,52555064201,52761037701,52959017600,52959017660,53002048560,53002485002,53002485006,53360079000,53360156200,53978013306,54569498100,54569498101,54868382100,54868382101,54868382102,54868382103,54868382104,55045276600,55154207400,55154342900,55154342904,55154342906,55154342908,55175503101,55887091601,55887091630,55887091660,57261037701,57451029601,57451029605,57451500801,57451500802,57451500803,57451500804,57664076113,57664076188,57866902701,59212056210,59212056220,60429070001,60429070030,60429070060,61919013230,62269025024,62269025029,62269140701,63304029601,63304029603,63304029605,63304029610,63629334301,63629334302,63629334303,63629334304,63629334305,63739077710,65162061010,65841063301,65841063305,65841063330,66267040815,66267040820,66267040830,66267040840,66267040860,66336055530,66336055540,66336055560,66993005702,66993005704,66993005720,67228023003,67228023006,67228042303,67228042306,67544098180,68084002601,68084026901,68084026911,68115063300,68151051108,68180012001,68180012002,68258906301,68258926901,68382009601,68382009605,68382009630,68382009677,69189005801,69189009701,69238154401,71335089701,71335089702,71335089703,71335089704,71335089705,71610004709,71610004753,71610004760,71610004780"
"Potential treatment of COVID-20","HCQ","Aminoquinolines","Chloroquine","P01BA01",2393,"RxNorm:2393,197474,213378,226388,249663,250175,261104,371407,755624,755625,756408,1116758,1116760,1117346,1117351,1117353,1117531","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\CPreparations\2393\","NDC:00024007701,00024008401,00024008456,00115279000,00115279001,00115279002,00115279003,00115279004,00115279006,00115701001,00115701002,00115701009,00115705601,00115705606,00143119501,00143119505,00143119510,00143119525,00143119550,00143212501,00143212505,00143212510,00143212522,00143212525,00182046901,00223069101,00223069102,00247041510,00247041512,00247041515,00247041516,00247041518,00247041520,00247041522,00247122501,00247122506,00247122510,00280008401,00280008402,00332216009,00332216015,00364047001,00364243101,00440725314,00591554801,00591554803,00591554804,00591554901,00591554903,00591554904,00677101101,00719120710,00719120713,00781110001,00814164114,00814164130,00839114206,23490527205,23490527301,43063045410,43063045440,43567054612,51432007703,54569377702,54569377705,54569523800,54569523801,54569523802,54569523803,54569523804,54868318500,54868395300,55045160607,55045297101,55045297102,55289085610,55289085640,57866907302,60429007650,60429007725,63304046003,63304046010,63304046050,63304046103,63304046105,63304046126,63629486201,63629537301,64896701001,64896701002,64896701009,64980017701,64980017705,64980017710,64980017750,64980017801,64980017802,64980017805,64980017810,66267088304,66267088312,68071000904,68071004604,68151048702"
"Potential treatment of COVID-19","ILI","Interleukin inhibitors","Anakinra","L04AC03",72435,"RxNorm:72435,351141,352056,727708,727711,727714,727715","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\APreparations\72435\","NDC:55513017701,55513017707,55513017728,66658023401,66658023407,66658023428"
"Potential treatment of COVID-19","ILI","Interleukin inhibitor","Sarilumab","L04AC14",1923319,"RxNorm:1923319,1923332,1923333,1923338,1923345,1923347,2003754,2003755,2003757,2003766,2003767","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\SPreparations\1923319\","NDC:00024590801,00024590802,00024591001,00024591002,00024592001,00024592002,00024592201,00024592202"
"Potential treatment of COVID-19","ILI","Interleukin inhibitor","Tocilizumab","L04AC07",612865,"RxNorm:612865,895760,895764,1441526,1441527,1441530,1657973,1657974,1657976,1657979,1657980,1657981,1657982","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\TPreparations\612865\","NDC:50242013501,50242013504,50242013601,50242013604,50242013701,50242013704,50242013801,50242013886"
"Potential treatment of COVID-19","ILI","Interleukin inhibitor","Siltuximab","L04AC11",1535218,"RxNorm:1535218,1535242,1535247,1658131,1658132,1658135,1658139,1658141","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\SPreparations\1535218\","NDC:57894042001,57894042101"
"Potential treatment of COVID-19","INTERFERON","Interferon","interferon beta-1b","L03AB08",72257,"RxNorm:72257,198360,207059,860244,1721323","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\IPreparations\72257\","NDC:00078056912,00078056961,00078056999,50419052101,50419052103,50419052105,50419052115,50419052201,50419052301,50419052304,50419052309,50419052315,50419052325,50419052335,50419052380,50419052401,50419052405,50419052409,50419052435,50419052481,53905052301,53905052308,53905052315,53905052325"
"Potential treatment of COVID-19","INTERFERON","Interferon","peginterferon alfa-2a","L03AB11",120608,"RxNorm:120608,351270,352297,378926,403986,731325,731326,731328,731330,1650893,1650894,1650896,1650922,1650940,1651307","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\PPreparations\120608\","NDC:00004035009,00004035039,00004035099,00004035230,00004035239,00004035298,00004035730,00004035799,00004036009,00004036030,00004036509,00004036530,12806035001,12806035009,12806035209,54868488700"
"Potential treatment of COVID-19","REMDESIVIR","Antiviral","Remdesivir",,2284718,,,
"Potential treatment of COVID-19","COVIDVIRAL","DIRECT ACTING ANTIVIRALS","lopinavir and ritonavir","J05AR10",284640,"RxNorm:284477,284640,311368,311369,374642,374643,597729,597730,602770,746645,746647,847741,847745,847749","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\LPreparations\284640\","NDC:00007679922,00007679930,00074052206,00074052260,00074395646,00074395977,00074679922,00074679930,00179172370,00179172371,00179172372,00490702800,00490702801,00490702802,00490702803,00490702804,00490702805,00490702806,00490702807,00490702808,00490702809,00490702810,00490702830,00490702860,00490702890,00527194748,11014001901,11014129501,11819034220,12613052206,12613679906,17856679902,21695036212,24236067601,24236067602,24236067606,24236067613,35356011160,35356011201,35356011230,49349002402,49349002406,49349002413,49349002421,51129361301,51129361302,52959013418,52959096812,53808027601,54569552500,54569575200,54569575201,54569575202,54569619900,54868556600,55045348201,55154695500,55154695504,55154695505,55154695506,55289094712,66336062412,67263023212,68071074812,68258197201,70518009100,70518009101,70518009102"
"Potential treatment of COVID-19","COVIDVIRAL","DIRECT ACTING ANTIVIRALS","Darunavir","J05AE10",460132,"RxNorm:460132,643073,643074,670026,794610,824338,824876,831868,831870,850455,850457,1236627,1236628,1236632,1359269,1359271","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\DPreparations\460132\","NDC:24236029901,24236029902,24236092702,35356011330,35356028460,49349080702,50090132700,50090149100,52125061302,53808067201,53808077301,54569581400,54569608600,54569615900,54569636600,54569640300,54569814000,54868563100,54868596900,54868636900,59604056001,59604056101,59604056201,59604056301,59604056401,59676056001,59676056101,59676056201,59676056301,59676056401,59676056501,59676056630,67263059060,68258198006,68258198606,69189056601,70518068900,70518148300"
"Potential treatment of COVID-19","COVIDVIRAL","DIRECT ACTING ANTIVIRALS","Ribavirin","J05AP01",9344,"RxNorm:9344,108766,207406,248109,248110,248112,312817,312818,352007,352337,373772,373773,373774,376293,378671,539485,544400,597718,597722,616129,616131,616133,701411,701413,754738,757597,757598,757599,757600,790286,795742,795743,847330,896790,902312,902313,1298334,1486197,1486198,1486200,1486202,1486203,1487498,1487500,1863148,1992160","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\RPreparations\9344\","NDC:00004008604,00004008694,00004008699,00074319716,00074319730,00074322414,00074322456,00074323914,00074323956,00074327114,00074327156,00074328214,00074328256,00085119403,00085131801,00085132704,00085135105,00085138507,00093722758,00093722763,00093722772,00093722777,00093723281,00187000701,00187000714,00247225012,00247225030,00406204616,00406226042,00406226056,00406226070,00406226084,00480722758,00480722763,00480722772,00480722777,00480723281,00781204301,00781204304,00781204310,00781204313,00781204316,00781204328,00781204342,00781204367,00781517701,00781517704,00781517710,00781517716,00781517728,00781517742,00781517767,10130000314,16241006941,16241006956,16241006976,16241007041,16241007056,16241007076,16241033741,16241033776,42291071818,42291071856,42291071870,42291071884,49349048634,49349082906,49884004532,49884007114,49884007141,49884007176,49884033841,49884033876,49884034041,49884034076,49884085656,49884085692,49884085693,49884085694,51564010111,53095000701,53095000702,53095000714,53808078101,53808078201,53922119401,53922119402,53922119403,53922119404,53922119405,53922132704,54738095016,54738095156,54738095256,54738095318,54738095342,54738095356,54738095370,54738095384,54868452100,54868452101,54868452102,54868452103,54868503500,59930152301,59930152302,59930152303,59930152304,63285002101,63552035018,63552035056,63552035092,63552035093,63552035094,63552035099,63552036016,63552036156,63552036195,63552036256,63552036292,63552036332,64158097314,65841004603,65841004610,65841004628,65841004630,65841012907,65841012914,65841012917,65841026003,65841026004,65841026007,65841026009,65841026010,65841026012,65841026013,65841026028,65841026030,65841060307,65841060314,65841060317,65841063207,65841063214,65841063217,65862020705,65862020739,65862020768,65862029005,65862029018,65862029039,65862029042,65862029056,65862029068,65862029070,65862029084,66435010001,66435010114,66435010116,66435010118,66435010142,66435010156,66435010170,66435010184,66435010216,66435010295,66435010356,66435010395,66435010456,66435010492,66435010556,66435010599,66435010656,66435010699,66435010756,66435010799,66435010856,66435010899,68084015011,68084015065,68084017911,68084017965,68382004603,68382004610,68382004628,68382004630,68382004677,68382012707,68382012714,68382012717,68382012807,68382012814,68382012817,68382012907,68382012914,68382012917,68382026003,68382026004,68382026007,68382026009,68382026010,68382026012,68382026013,68382026028,68382026030,68382026077,68382039501,68382039504,68682001906,69189204301"
